sampleid,x,y
2132,659,1
2133,971,1
2134,813,1
2135,57,1
2136,912,1
2137,967,1
2138,29,1
2139,322,1
2140,947,1
2141,75,1
2142,523,1
2143,244,1
2144,10,1
2145,692,1
2146,403,1
2147,103,1
2148,391,1
2149,319,1
2150,253,1
2151,378,1
2152,50,1
2153,830,1
2154,410,1
2155,725,1
2156,458,1
2157,495,1
2158,596,1
2159,186,1
2160,538,1
2161,452,1
2162,530,1
2163,608,1
2164,369,1
2165,157,1
2166,49,1
2167,556,1
2168,816,1
2169,645,1
2170,986,1
2171,357,1
2172,992,1
2173,437,1
2174,968,1
2175,15,1
2176,769,1
2177,650,1
2178,167,1
2179,519,1
2180,4,1
2181,64,1
2182,680,1
2183,613,1
2184,222,1
2185,694,1
2186,555,1
2187,120,1
2188,270,1
2189,457,1
2190,792,1
2191,819,1
2192,241,1
2193,558,1
2194,152,1
2195,867,1
2196,978,1
2197,1024,0
2198,596,1
2199,939,1
2200,1021,0
2201,538,1
2202,439,1
2203,993,1
2204,471,1
2205,586,1
2206,572,1
2207,693,1
2208,874,1
2209,694,1
2210,223,1
2211,701,1
2212,732,1
2213,801,1
2214,764,1
2215,378,1
2216,842,1
2217,103,1
2218,614,1
2219,108,1
2220,623,1
2221,3,1
2222,863,1
2223,30,1
2224,980,1
2225,198,1
2226,873,1
2227,328,1
2228,943,1
2229,664,1
2230,956,1
2231,470,1
2232,154,1
2233,610,1
2234,962,1
2235,365,1
2236,1005,0
2237,135,1
2238,764,1
2239,709,1
2240,184,1
2241,493,1
2242,671,1
2243,735,1
2244,156,1
2245,346,1
2246,202,1
2247,48,1
2248,392,1
2249,508,1
2250,90,1
2251,833,1
2252,29,1
2253,24,1
2254,29,1
2255,687,1
2256,204,1
2257,592,1
2258,572,1
2259,605,1
2260,144,1
2261,1013,0
2262,645,1
2263,381,1
2264,789,1
2265,747,1
2266,239,1
2267,981,1
2268,96,1
2269,391,1
2270,730,1
2271,108,1
2272,771,1
2273,491,1
2274,913,1
2275,844,1
2276,119,1
2277,56,1
2278,216,1
2279,550,1
2280,862,1
2281,15,1
2282,463,1
2283,607,1
2284,911,1
2285,597,1
2286,44,1
2287,921,1
2288,469,1
2289,370,1
2290,334,1
2291,523,1
2292,244,1
2293,359,1
2294,767,1
2295,928,1
2296,547,1
2297,341,1
2298,339,1
2299,858,1
2300,534,1
2301,1024,0
2302,737,1
2303,76,1
2304,12,1
2305,864,1
2306,642,1
2307,992,1
2308,199,1
2309,289,1
2310,212,1
2311,980,1
2312,906,1
2313,948,1
2314,812,1
2315,544,1
2316,632,1
2317,493,1
2318,837,1
2319,679,1
2320,715,1
2321,76,1
2322,551,1
2323,244,1
2324,604,1
2325,719,1
2326,368,1
2327,1008,0
2328,724,1
2329,573,1
2330,656,1
2331,376,1
2332,1015,0
2333,205,1
2334,187,1
2335,193,1
2336,1023,0
2337,937,1
2338,124,1
2339,308,1
2340,605,1
2341,565,1
2342,75,1
2343,829,1
2344,659,1
2345,186,1
2346,186,1
2347,777,1
2348,411,1
2349,711,1
2350,637,1
2351,361,1
2352,13,1
2353,830,1
2354,59,1
2355,381,1
2356,31,1
2357,661,1
2358,683,1
2359,317,1
2360,863,1
2361,822,1
2362,190,1
2363,684,1
2364,876,1
2365,111,1
2366,761,1
2367,826,1
2368,855,1
2369,913,1
2370,370,1
2371,297,1
2372,439,1
2373,221,1
2374,586,1
2375,17,1
2376,244,1
2377,308,1
2378,157,1
2379,470,1
2380,599,1
2381,624,1
2382,809,1
2383,687,1
2384,233,1
2385,682,1
2386,272,1
2387,597,1
2388,247,1
2389,209,1
2390,419,1
2391,944,1
2392,334,1
2393,223,1
2394,295,1
2395,979,1
2396,477,1
2397,213,1
2398,45,1
2399,691,1
2400,206,1
2401,944,1
2402,889,1
2403,80,1
2404,214,1
2405,443,1
2406,276,1
2407,143,1
2408,596,1
2409,502,1
2410,57,1
2411,586,1
2412,675,1
2413,309,1
2414,388,1
2415,330,1
2416,742,1
2417,615,1
2418,8,1
2419,943,1
2420,149,1
2421,483,1
2422,661,1
2423,380,1
2424,4,1
2425,317,1
2426,430,1
2427,314,1
2428,832,1
2429,70,1
2430,729,1
2431,499,1
2432,168,1
2433,464,1
2434,66,1
2435,309,1
2436,806,1
2437,30,1
2438,430,1
2439,508,1
2440,61,1
2441,118,1
2442,662,1
2443,996,1
2444,577,1
2445,751,1
2446,305,1
2447,105,1
2448,755,1
2449,586,1
2450,545,1
2451,103,1
2452,129,1
2453,737,1
2454,498,1
2455,107,1
2456,376,1
2457,438,1
2458,613,1
2459,445,1
2460,267,1
2461,231,1
2462,178,1
2463,661,1
2464,556,1
2465,507,1
2466,997,1
2467,276,1
2468,203,1
2469,455,1
2470,680,1
2471,572,1
2472,85,1
2473,338,1
2474,49,1
2475,356,1
2476,351,1
2477,290,1
2478,464,1
2479,53,1
2480,876,1
2481,855,1
2482,534,1
2483,59,1
2484,713,1
2485,86,1
2486,337,1
2487,581,1
2488,492,1
2489,738,1
2490,29,1
2491,471,1
2492,86,1
2493,509,1
2494,331,1
2495,411,1
2496,884,1
2497,307,1
2498,35,1
2499,642,1
2500,672,1
2501,101,1
2502,253,1
2503,777,1
2504,701,1
2505,242,1
2506,704,1
2507,965,1
2508,291,1
2509,241,1
2510,37,1
2511,561,1
2512,259,1
2513,374,1
2514,943,1
2515,352,1
2516,500,1
2517,111,1
2518,399,1
2519,370,1
2520,404,1
2521,505,1
2522,633,1
2523,989,1
2524,487,1
2525,544,1
2526,904,1
2527,196,1
2528,712,1
2529,732,1
2530,675,1
2531,443,1
2532,134,1
2533,522,1
2534,736,1
2535,835,1
2536,877,1
2537,685,1
2538,46,1
2539,116,1
2540,691,1
2541,671,1
2542,266,1
2543,319,1
2544,382,1
2545,144,1
2546,669,1
2547,664,1
2548,288,1
2549,822,1
2550,494,1
2551,950,1
2552,888,1
2553,5,1
2554,702,1
2555,800,1
2556,508,1
2557,905,1
2558,84,1
2559,697,1
2560,887,1
2561,61,1
2562,356,1
2563,70,1
2564,902,1
2565,1016,0
2566,901,1
2567,159,1
2568,960,1
2569,885,1
2570,836,1
2571,622,1
2572,962,1
2573,152,1
2574,947,1
2575,879,1
2576,559,1
2577,162,1
2578,263,1
2579,741,1
2580,22,1
2581,916,1
2582,254,1
2583,770,1
2584,396,1
2585,436,1
2586,541,1
2587,966,1
2588,486,1
2589,751,1
2590,907,1
2591,115,1
2592,18,1
2593,473,1
2594,561,1
2595,49,1
2596,937,1
2597,310,1
2598,233,1
2599,736,1
2600,322,1
2601,803,1
2602,416,1
2603,718,1
2604,227,1
2605,903,1
2606,977,1
2607,265,1
2608,570,1
2609,945,1
2610,653,1
2611,362,1
2612,477,1
2613,320,1
2614,804,1
2615,106,1
2616,892,1
2617,390,1
2618,565,1
2619,379,1
2620,913,1
2621,381,1
2622,703,1
2623,776,1
2624,677,1
2625,174,1
2626,358,1
2627,672,1
2628,533,1
2629,752,1
2630,445,1
2631,215,1
2632,285,1
2633,455,1
2634,560,1
2635,342,1
2636,73,1
2637,708,1
2638,907,1
2639,988,1
2640,16,1
2641,459,1
2642,495,1
2643,399,1
2644,105,1
2645,58,1
2646,89,1
2647,137,1
2648,639,1
2649,603,1
2650,698,1
2651,106,1
2652,283,1
2653,268,1
2654,581,1
2655,239,1
2656,372,1
2657,856,1
2658,43,1
2659,121,1
2660,880,1
2661,664,1
2662,140,1
2663,460,1
2664,834,1
2665,252,1
2666,991,1
2667,920,1
2668,670,1
2669,540,1
2670,806,1
2671,495,1
2672,897,1
2673,407,1
2674,499,1
2675,116,1
2676,446,1
2677,489,1
2678,746,1
2679,652,1
2680,915,1
2681,846,1
2682,772,1
2683,394,1
2684,832,1
2685,871,1
2686,105,1
2687,807,1
2688,540,1
2689,924,1
2690,188,1
2691,215,1
2692,54,1
2693,756,1
2694,96,1
2695,1005,0
2696,850,1
2697,234,1
2698,895,1
2699,964,1
2700,298,1
2701,311,1
2702,956,1
2703,534,1
2704,315,1
2705,672,1
2706,638,1
2707,777,1
2708,413,1
2709,941,1
2710,640,1
2711,365,1
2712,36,1
2713,383,1
2714,802,1
2715,756,1
2716,773,1
2717,636,1
2718,689,1
2719,568,1
2720,692,1
2721,705,1
2722,1009,0
2723,412,1
2724,688,1
2725,730,1
2726,318,1
2727,706,1
2728,791,1
2729,731,1
2730,644,1
2731,1013,0
2732,43,1
2733,810,1
2734,223,1
2735,666,1
2736,55,1
2737,962,1
2738,149,1
2739,742,1
2740,881,1
2741,576,1
2742,300,1
2743,91,1
2744,718,1
2745,995,1
2746,383,1
2747,253,1
2748,267,1
2749,247,1
2750,625,1
2751,993,1
2752,290,1
2753,61,1
2754,3,1
2755,515,1
2756,129,1
2757,372,1
2758,861,1
2759,78,1
2760,722,1
2761,647,1
2762,412,1
2763,976,1
2764,37,1
2765,408,1
2766,325,1
2767,630,1
2768,378,1
2769,917,1
2770,147,1
2771,569,1
2772,808,1
2773,72,1
2774,225,1
2775,564,1
2776,9,1
2777,586,1
2778,453,1
2779,571,1
2780,611,1
2781,182,1
2782,590,1
2783,623,1
2784,257,1
2785,580,1
2786,645,1
2787,808,1
2788,965,1
2789,313,1
2790,575,1
2791,869,1
2792,212,1
2793,186,1
2794,874,1
2795,339,1
2796,557,1
2797,503,1
2798,936,1
2799,240,1
2800,856,1
2801,233,1
2802,809,1
2803,888,1
2804,1014,0
2805,232,1
2806,749,1
2807,704,1
2808,447,1
2809,239,1
2810,927,1
2811,590,1
2812,96,1
2813,228,1
2814,26,1
2815,629,1
2816,662,1
2817,18,1
2818,455,1
2819,389,1
2820,830,1
2821,874,1
2822,447,1
2823,945,1
2824,354,1
2825,308,1
2826,976,1
2827,254,1
2828,480,1
2829,617,1
2830,646,1
2831,332,1
2832,800,1
2833,825,1
2834,932,1
2835,546,1
2836,566,1
2837,196,1
2838,434,1
2839,708,1
2840,456,1
2841,185,1
2842,129,1
2843,95,1
2844,256,1
2845,712,1
2846,382,1
2847,561,1
2848,55,1
2849,639,1
2850,487,1
2851,975,1
2852,437,1
2853,706,1
2854,650,1
2855,507,1
2856,876,1
2857,438,1
2858,721,1
2859,314,1
2860,769,1
2861,791,1
2862,212,1
2863,881,1
2864,202,1
2865,2,1
2866,805,1
2867,662,1
2868,283,1
2869,236,1
2870,637,1
2871,742,1
2872,679,1
2873,38,1
2874,175,1
2875,18,1
2876,939,1
2877,330,1
2878,123,1
2879,936,1
2880,774,1
2881,591,1
2882,492,1
2883,232,1
2884,974,1
2885,638,1
2886,188,1
2887,491,1
2888,955,1
2889,182,1
2890,208,1
2891,303,1
2892,869,1
2893,129,1
2894,588,1
2895,217,1
2896,202,1
2897,751,1
2898,22,1
2899,368,1
2900,481,1
2901,495,1
2902,166,1
2903,797,1
2904,407,1
2905,442,1
2906,579,1
2907,733,1
2908,787,1
2909,763,1
2910,290,1
2911,944,1
2912,1020,0
2913,874,1
2914,463,1
2915,460,1
2916,755,1
2917,678,1
2918,2,1
2919,727,1
2920,760,1
2921,904,1
2922,452,1
2923,381,1
2924,386,1
2925,908,1
2926,710,1
2927,810,1
2928,871,1
2929,251,1
2930,457,1
2931,660,1
2932,344,1
2933,784,1
2934,836,1
2935,359,1
2936,590,1
2937,909,1
2938,301,1
2939,282,1
2940,385,1
2941,106,1
2942,425,1
2943,493,1
2944,697,1
2945,241,1
2946,160,1
2947,993,1
2948,760,1
2949,632,1
2950,481,1
2951,896,1
2952,1012,0
2953,284,1
2954,314,1
2955,870,1
2956,352,1
2957,884,1
2958,567,1
2959,675,1
2960,461,1
2961,571,1
2962,647,1
2963,284,1
2964,747,1
2965,886,1
2966,962,1
2967,601,1
2968,582,1
2969,540,1
2970,773,1
2971,355,1
2972,777,1
2973,779,1
2974,1010,0
2975,592,1
2976,30,1
2977,696,1
2978,67,1
2979,818,1
2980,140,1
2981,720,1
2982,809,1
2983,229,1
2984,789,1
2985,532,1
2986,649,1
2987,792,1
2988,976,1
2989,190,1
2990,620,1
2991,753,1
2992,343,1
2993,394,1
2994,626,1
2995,681,1
2996,729,1
2997,749,1
2998,212,1
2999,572,1
3000,686,1
3001,607,1
3002,848,1
3003,545,1
3004,305,1
3005,720,1
3006,430,1
3007,302,1
3008,239,1
3009,687,1
3010,215,1
3011,518,1
3012,360,1
3013,1,1
3014,402,1
3015,845,1
3016,843,1
3017,312,1
3018,81,1
3019,419,1
3020,192,1
3021,717,1
3022,218,1
3023,610,1
3024,119,1
3025,112,1
3026,987,1
3027,520,1
3028,532,1
3029,291,1
3030,533,1
3031,523,1
3032,838,1
3033,5,1
3034,8,1
3035,773,1
3036,708,1
3037,429,1
3038,699,1
3039,846,1
3040,881,1
3041,150,1
3042,503,1
3043,779,1
3044,500,1
3045,322,1
3046,758,1
3047,991,1
3048,856,1
3049,282,1
3050,201,1
3051,1003,0
3052,937,1
3053,269,1
3054,581,1
3055,550,1
3056,260,1
3057,630,1
3058,94,1
3059,289,1
3060,3,1
3061,960,1
3062,434,1
3063,437,1
3064,450,1
3065,868,1
3066,909,1
3067,525,1
3068,100,1
3069,178,1
3070,769,1
3071,485,1
3072,724,1
3073,662,1
3074,838,1
3075,139,1
3076,794,1
3077,742,1
3078,130,1
3079,684,1
3080,665,1
3081,680,1
3082,327,1
3083,162,1
3084,403,1
3085,328,1
3086,889,1
3087,577,1
3088,430,1
3089,106,1
3090,7,1
3091,859,1
3092,437,1
3093,940,1
3094,534,1
3095,207,1
3096,465,1
3097,878,1
3098,476,1
3099,701,1
3100,395,1
3101,207,1
3102,211,1
3103,960,1
3104,56,1
3105,949,1
3106,901,1
3107,706,1
3108,36,1
3109,247,1
3110,488,1
3111,799,1
3112,275,1
3113,541,1
3114,647,1
3115,287,1
3116,354,1
3117,458,1
3118,578,1
3119,551,1
3120,823,1
3121,879,1
3122,294,1
3123,333,1
3124,205,1
3125,376,1
3126,338,1
3127,816,1
3128,913,1
3129,688,1
3130,364,1
3131,642,1
3132,822,1
3133,54,1
3134,422,1
3135,685,1
3136,520,1
3137,231,1
3138,528,1
3139,841,1
3140,943,1
3141,570,1
3142,225,1
3143,293,1
3144,674,1
3145,751,1
3146,116,1
3147,658,1
3148,377,1
3149,321,1
3150,822,1
3151,130,1
3152,927,1
3153,519,1
3154,172,1
3155,944,1
3156,850,1
3157,525,1
3158,572,1
3159,577,1
3160,131,1
3161,523,1
3162,377,1
3163,400,1
3164,87,1
3165,97,1
3166,709,1
3167,487,1
3168,456,1
3169,764,1
3170,219,1
3171,819,1
3172,323,1
3173,685,1
3174,760,1
3175,209,1
3176,378,1
3177,323,1
3178,298,1
3179,331,1
3180,668,1
3181,840,1
3182,373,1
3183,471,1
3184,80,1
3185,889,1
3186,632,1
3187,548,1
3188,466,1
3189,683,1
3190,1013,0
3191,146,1
3192,592,1
3193,77,1
3194,584,1
3195,526,1
3196,524,1
3197,1000,1
3198,43,1
3199,53,1
3200,315,1
3201,63,1
3202,661,1
3203,587,1
3204,757,1
3205,517,1
3206,383,1
3207,124,1
3208,841,1
3209,484,1
3210,950,1
3211,95,1
3212,10,1
3213,682,1
3214,897,1
3215,1018,0
3216,221,1
3217,966,1
3218,717,1
3219,403,1
3220,54,1
3221,945,1
3222,134,1
3223,331,1
3224,338,1
3225,756,1
3226,149,1
3227,4,1
3228,457,1
3229,873,1
3230,222,1
3231,613,1
3232,339,1
3233,349,1
3234,299,1
3235,255,1
3236,276,1
3237,286,1
3238,211,1
3239,209,1
3240,472,1
3241,529,1
3242,61,1
3243,892,1
3244,583,1
3245,43,1
3246,779,1
3247,734,1
3248,387,1
3249,767,1
3250,898,1
3251,284,1
3252,144,1
3253,914,1
3254,548,1
3255,881,1
3256,696,1
3257,194,1
3258,535,1
3259,746,1
3260,746,1
3261,418,1
3262,261,1
3263,616,1
3264,543,1
3265,326,1
3266,256,1
3267,132,1
3268,801,1
3269,138,1
3270,413,1
3271,355,1
3272,534,1
3273,18,1
3274,931,1
3275,939,1
3276,306,1
3277,674,1
3278,582,1
3279,893,1
3280,759,1
3281,670,1
3282,407,1
3283,890,1
3284,667,1
3285,302,1
3286,861,1
3287,918,1
3288,176,1
3289,464,1
3290,213,1
3291,833,1
3292,66,1
3293,794,1
3294,431,1
3295,622,1
3296,866,1
3297,746,1
3298,875,1
3299,332,1
3300,458,1
3301,289,1
3302,734,1
3303,843,1
3304,805,1
3305,456,1
3306,1016,0
3307,172,1
3308,576,1
3309,48,1
3310,375,1
3311,460,1
3312,929,1
3313,136,1
3314,583,1
3315,768,1
3316,942,1
3317,580,1
3318,196,1
3319,54,1
3320,123,1
3321,51,1
3322,362,1
3323,431,1
3324,833,1
3325,845,1
3326,187,1
3327,774,1
3328,736,1
3329,199,1
3330,916,1
3331,963,1
3332,604,1
3333,767,1
3334,109,1
3335,110,1
3336,32,1
3337,545,1
3338,952,1
3339,377,1
3340,787,1
3341,243,1
3342,614,1
3343,727,1
3344,443,1
3345,937,1
3346,458,1
3347,967,1
3348,332,1
3349,222,1
3350,988,1
3351,600,1
3352,115,1
3353,609,1
3354,353,1
3355,670,1
3356,134,1
3357,670,1
3358,991,1
3359,516,1
3360,439,1
3361,231,1
3362,417,1
3363,107,1
3364,261,1
3365,683,1
3366,564,1
3367,97,1
3368,80,1
3369,640,1
3370,216,1
3371,923,1
3372,728,1
3373,829,1
3374,382,1
3375,723,1
3376,337,1
3377,412,1
3378,492,1
3379,199,1
3380,713,1
3381,248,1
3382,546,1
3383,794,1
3384,308,1
3385,312,1
3386,199,1
3387,577,1
3388,294,1
3389,59,1
3390,660,1
3391,6,1
3392,864,1
3393,550,1
3394,55,1
3395,727,1
3396,850,1
3397,402,1
3398,544,1
3399,160,1
3400,640,1
3401,807,1
3402,592,1
3403,278,1
3404,994,1
3405,401,1
3406,692,1
3407,724,1
3408,782,1
3409,708,1
3410,929,1
3411,175,1
3412,887,1
3413,291,1
3414,427,1
3415,125,1
3416,778,1
3417,149,1
3418,904,1
3419,505,1
3420,337,1
3421,589,1
3422,851,1
3423,687,1
3424,658,1
3425,841,1
3426,733,1
3427,614,1
3428,726,1
3429,1017,0
3430,989,1
3431,570,1
3432,625,1
3433,699,1
3434,915,1
3435,400,1
3436,777,1
3437,861,1
3438,746,1
3439,826,1
3440,585,1
3441,154,1
3442,1024,0
3443,829,1
3444,608,1
3445,788,1
3446,1006,0
3447,317,1
3448,103,1
3449,481,1
3450,1003,0
3451,309,1
3452,290,1
3453,239,1
3454,519,1
3455,209,1
3456,64,1
3457,397,1
3458,558,1
3459,492,1
3460,702,1
3461,217,1
3462,550,1
3463,639,1
3464,600,1
3465,906,1
3466,148,1
3467,920,1
3468,375,1
3469,169,1
3470,404,1
3471,697,1
3472,444,1
3473,14,1
3474,993,1
3475,867,1
3476,245,1
3477,778,1
3478,1014,0
3479,314,1
3480,664,1
3481,250,1
3482,567,1
3483,74,1
3484,18,1
3485,881,1
3486,222,1
3487,535,1
3488,695,1
3489,401,1
3490,302,1
3491,374,1
3492,387,1
3493,966,1
3494,790,1
3495,610,1
3496,588,1
3497,477,1
3498,195,1
3499,339,1
3500,323,1
3501,720,1
3502,127,1
3503,772,1
3504,509,1
3505,960,1
3506,129,1
3507,796,1
3508,358,1
3509,43,1
3510,636,1
3511,507,1
3512,46,1
3513,519,1
3514,791,1
3515,942,1
3516,554,1
3517,15,1
3518,641,1
3519,658,1
3520,211,1
3521,628,1
3522,485,1
3523,292,1
3524,619,1
3525,209,1
3526,818,1
3527,562,1
3528,218,1
3529,284,1
3530,110,1
3531,524,1
3532,55,1
3533,586,1
3534,513,1
3535,311,1
3536,180,1
3537,564,1
3538,107,1
3539,295,1
3540,410,1
3541,234,1
3542,609,1
3543,773,1
3544,630,1
3545,296,1
3546,690,1
3547,351,1
3548,676,1
3549,587,1
3550,684,1
3551,549,1
3552,804,1
3553,838,1
3554,928,1
3555,960,1
3556,757,1
3557,762,1
3558,513,1
3559,295,1
3560,379,1
3561,835,1
3562,434,1
3563,656,1
3564,347,1
3565,687,1
3566,64,1
3567,354,1
3568,243,1
3569,40,1
3570,349,1
3571,14,1
3572,475,1
3573,355,1
3574,928,1
3575,271,1
3576,639,1
3577,858,1
3578,892,1
3579,973,1
3580,970,1
3581,180,1
3582,180,1
3583,238,1
3584,328,1
3585,913,1
3586,761,1
3587,979,1
3588,425,1
3589,396,1
3590,728,1
3591,269,1
3592,446,1
3593,403,1
3594,185,1
3595,804,1
3596,753,1
3597,950,1
3598,432,1
3599,666,1
3600,633,1
3601,390,1
3602,669,1
3603,724,1
3604,406,1
3605,739,1
3606,80,1
3607,777,1
3608,858,1
3609,634,1
3610,397,1
3611,45,1
3612,598,1
3613,7,1
3614,939,1
3615,610,1
3616,472,1
3617,458,1
3618,913,1
3619,576,1
3620,694,1
3621,400,1
3622,260,1
3623,247,1
3624,283,1
3625,846,1
3626,937,1
3627,798,1
3628,909,1
3629,210,1
3630,731,1
3631,700,1
3632,983,1
3633,805,1
3634,377,1
3635,913,1
3636,603,1
3637,782,1
3638,989,1
3639,524,1
3640,243,1
3641,377,1
3642,399,1
3643,853,1
3644,867,1
3645,402,1
3646,923,1
3647,391,1
3648,654,1
3649,239,1
3650,601,1
3651,273,1
3652,313,1
3653,62,1
3654,890,1
3655,622,1
3656,363,1
3657,444,1
3658,675,1
3659,767,1
3660,244,1
3661,453,1
3662,608,1
3663,141,1
3664,928,1
3665,356,1
3666,436,1
3667,451,1
3668,27,1
3669,968,1
3670,252,1
3671,911,1
3672,396,1
3673,752,1
3674,195,1
3675,346,1
3676,479,1
3677,187,1
3678,454,1
3679,359,1
3680,630,1
3681,520,1
3682,27,1
3683,113,1
3684,838,1
3685,171,1
3686,438,1
3687,91,1
3688,969,1
3689,495,1
3690,618,1
3691,596,1
3692,875,1
3693,336,1
3694,450,1
3695,9,1
3696,373,1
3697,802,1
3698,829,1
3699,843,1
3700,893,1
3701,197,1
3702,785,1
3703,43,1
3704,330,1
3705,406,1
3706,1014,0
3707,15,1
3708,13,1
3709,634,1
3710,733,1
3711,815,1
3712,766,1
3713,789,1
3714,246,1
3715,890,1
3716,854,1
3717,473,1
3718,433,1
3719,236,1
3720,549,1
3721,290,1
3722,512,1
3723,702,1
3724,386,1
3725,560,1
3726,272,1
3727,121,1
3728,411,1
3729,640,1
3730,241,1
3731,958,1
3732,643,1
3733,145,1
3734,280,1
3735,233,1
3736,128,1
3737,45,1
3738,963,1
3739,956,1
3740,362,1
3741,475,1
3742,494,1
3743,952,1
3744,261,1
3745,991,1
3746,382,1
3747,62,1
3748,217,1
3749,53,1
3750,131,1
3751,270,1
3752,902,1
3753,181,1
3754,230,1
3755,365,1
3756,282,1
3757,252,1
3758,229,1
3759,493,1
3760,152,1
3761,516,1
3762,999,1
3763,858,1
3764,125,1
3765,1000,1
3766,878,1
3767,495,1
3768,131,1
3769,205,1
3770,541,1
3771,750,1
3772,433,1
3773,396,1
3774,324,1
3775,187,1
3776,530,1
3777,16,1
3778,355,1
3779,20,1
3780,333,1
3781,427,1
3782,694,1
3783,503,1
3784,595,1
3785,354,1
3786,570,1
3787,33,1
3788,884,1
3789,677,1
3790,11,1
3791,332,1
3792,884,1
3793,417,1
3794,611,1
3795,530,1
3796,615,1
3797,486,1
3798,513,1
3799,105,1
3800,732,1
3801,235,1
3802,566,1
3803,307,1
3804,978,1
3805,809,1
3806,701,1
3807,392,1
3808,744,1
3809,640,1
3810,992,1
3811,789,1
3812,782,1
3813,1006,0
3814,889,1
3815,290,1
3816,849,1
3817,870,1
3818,849,1
3819,790,1
3820,613,1
3821,886,1
3822,491,1
3823,493,1
3824,335,1
3825,45,1
3826,451,1
3827,277,1
3828,231,1
3829,996,1
3830,460,1
3831,427,1
3832,146,1
3833,16,1
3834,415,1
3835,965,1
3836,188,1
3837,260,1
3838,512,1
3839,872,1
3840,991,1
3841,841,1
3842,165,1
3843,688,1
3844,694,1
3845,622,1
3846,48,1
3847,474,1
3848,348,1
3849,643,1
3850,952,1
3851,792,1
3852,952,1
3853,886,1
3854,283,1
3855,294,1
3856,822,1
3857,2,1
3858,576,1
3859,700,1
3860,601,1
3861,199,1
3862,876,1
3863,835,1
3864,596,1
3865,837,1
3866,156,1
3867,391,1
3868,303,1
3869,729,1
3870,522,1
3871,686,1
3872,772,1
3873,169,1
3874,47,1
3875,256,1
3876,93,1
3877,386,1
3878,886,1
3879,75,1
3880,516,1
3881,93,1
3882,870,1
3883,203,1
3884,180,1
3885,598,1
3886,702,1
3887,393,1
3888,729,1
3889,655,1
3890,338,1
3891,266,1
3892,466,1
3893,245,1
3894,576,1
3895,24,1
3896,745,1
3897,602,1
3898,901,1
3899,1021,0
3900,196,1
3901,59,1
3902,472,1
3903,395,1
3904,865,1
3905,580,1
3906,509,1
3907,286,1
3908,329,1
3909,468,1
3910,382,1
3911,988,1
3912,86,1
3913,770,1
3914,501,1
3915,791,1
3916,973,1
3917,493,1
3918,113,1
3919,518,1
3920,104,1
3921,194,1
3922,799,1
3923,857,1
3924,76,1
3925,788,1
3926,417,1
3927,288,1
3928,39,1
3929,894,1
3930,996,1
3931,630,1
3932,97,1
3933,156,1
3934,745,1
3935,471,1
3936,585,1
3937,782,1
3938,176,1
3939,589,1
3940,390,1
3941,488,1
3942,325,1
3943,574,1
3944,340,1
3945,315,1
3946,721,1
3947,826,1
3948,200,1
3949,147,1
3950,110,1
3951,369,1
3952,213,1
3953,279,1
3954,824,1
3955,130,1
3956,817,1
3957,97,1
3958,1024,0
3959,843,1
3960,567,1
3961,96,1
3962,186,1
3963,63,1
3964,704,1
3965,911,1
3966,70,1
3967,218,1
3968,805,1
3969,198,1
3970,825,1
3971,754,1
3972,890,1
3973,2,1
3974,116,1
3975,38,1
3976,39,1
3977,1015,0
3978,227,1
3979,336,1
3980,31,1
3981,123,1
3982,973,1
3983,253,1
3984,844,1
3985,599,1
3986,82,1
3987,386,1
3988,404,1
3989,121,1
3990,402,1
3991,919,1
3992,534,1
3993,933,1
3994,796,1
3995,867,1
3996,150,1
3997,266,1
3998,432,1
3999,558,1
4000,736,1
4001,413,1
4002,78,1
4003,677,1
4004,79,1
4005,40,1
4006,29,1
4007,768,1
4008,506,1
4009,330,1
4010,24,1
4011,707,1
4012,758,1
4013,26,1
4014,547,1
4015,600,1
4016,452,1
4017,861,1
4018,219,1
4019,218,1
4020,421,1
4021,994,1
4022,883,1
4023,151,1
4024,358,1
4025,640,1
4026,312,1
4027,698,1
4028,589,1
4029,553,1
4030,874,1
4031,713,1
4032,823,1
4033,499,1
4034,740,1
4035,192,1
4036,677,1
4037,904,1
4038,968,1
4039,384,1
4040,755,1
4041,49,1
4042,967,1
4043,254,1
4044,258,1
4045,737,1
4046,513,1
4047,743,1
4048,144,1
4049,423,1
4050,781,1
4051,129,1
4052,626,1
4053,688,1
4054,633,1
4055,979,1
4056,360,1
4057,389,1
4058,1,1
4059,738,1
4060,706,1
4061,362,1
4062,784,1
4063,973,1
4064,170,1
4065,711,1
4066,425,1
4067,359,1
4068,286,1
4069,425,1
4070,328,1
4071,396,1
4072,384,1
4073,830,1
4074,1004,0
4075,788,1
4076,775,1
4077,781,1
4078,900,1
4079,365,1
4080,882,1
4081,766,1
4082,974,1
4083,735,1
4084,373,1
4085,778,1
4086,642,1
4087,161,1
4088,996,1
4089,964,1
4090,699,1
4091,73,1
4092,605,1
4093,515,1
4094,936,1
4095,298,1
4096,584,1
4097,33,1
4098,982,1
4099,530,1
4100,186,1
4101,285,1
4102,453,1
4103,415,1
4104,497,1
4105,90,1
4106,356,1
4107,852,1
4108,469,1
4109,240,1
4110,647,1
4111,46,1
4112,486,1
4113,144,1
4114,908,1
4115,817,1
4116,31,1
4117,769,1
4118,801,1
4119,436,1
4120,785,1
4121,446,1
4122,456,1
4123,561,1
4124,578,1
4125,81,1
